"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
470,32327,32.9,671.913995,40.7,11.3,46.8,11.1,212.3
441.3,35180,21.8,80.23964909,39.9,9,53.7,10.3,187.8
425.1,30668,23.2,0,45.3,12.7,46.1,7.4,171.8
423,32521,23.6,105.0254687,40.8,12.6,53.6,9.2,200.3
355.2,30665,25.6,855.5365436,39.8,17.1,56.3,5.6,208.7
476.3,29297,34,0,34.7,15.3,42.8,13.8,241.9
527.3,33141,25,0,40.5,10.1,50.6,6.3,228.6
401.5,38219,17.9,0,44.6,11.9,53.6,7.8,191.7
521.3,31616,24.7,0,37.7,12.2,54.1,7.4,198.9
339,34548,24.2,0,42.8,14.2,50.6,8.3,151.2
432.6,26083,42.6,0,32.7,17.5,37.9,8.5,175.9
466.5,34910,22.4,0,41.3,11.7,55.1,9.9,191.4
427.7,33939,28.4,0,38.8,16.2,52.9,12,187.5
460.1,28647,35,0,33.5,20.3,42.7,12.6,266.7
513.2,35314,26,0,38.1,14.3,48.7,10.2,194.9
461.3,31835,26.5,51.1692166,37.6,13.7,50.5,8.6,205.1
428.8,58479,10.1,115.3914945,36,7.6,72.7,15.7,193.9
526.5,36808,26.4,65.83798588,31.9,13.1,56.5,15.3,209.2
561.4,29090,26.8,2771.120431,39.8,12.3,44.8,4.3,261
519.9,48264,16.8,409.8881254,37.9,8.4,69.2,18.3,191.1
500.6,51227,14.7,38.49040627,37.4,8.8,68,16.2,186.9
507.4,34271,25.6,129.4498382,40.9,9.1,48.8,5.5,246.4
487,54728,15.5,430.2717378,36.4,7.7,70.6,18.6,195.8
457.3,27709,33.7,0,40.8,14.6,47.1,6.2,216.8
560.5,26048,34.9,0,39.2,15.7,40.3,5.5,224.6
505.2,40312,18,0,40.6,9.3,57.7,6.7,192.6
531.7,34678,24.7,0,38.5,12.4,53.3,6.8,216.7
524.8,32835,25.9,1397.268974,40.3,7.8,54.3,6.2,269.2
528.6,25473,35,0,41.9,12.2,41.5,3.4,275.9
558.3,27777,33,0,42,17,46.5,5.3,262.7
527.4,28574,30.1,129.7409506,41.6,12.6,47,7.1,226.5
492.5,30217,34.4,0,40.8,8.4,49.1,5.4,239.3
523.1,35368,27.6,81.75612149,40.3,10.5,55.7,6.6,199.1
578.6,42892,14.1,0,45.9,6.7,67.4,4.9,211.7
538,41150,16.9,0,40.5,7.7,60.1,8.3,206.8
482.7,43067,15.4,601.9744763,49,7.6,70.1,10.3,202
484.1,41216,17.5,415.2696176,42.5,6.1,65.2,13.6,168.9
547.8,24265,47,0,38.8,19,42.5,3.2,265.8
525.3,42288,16.9,0,41.8,8.4,63.9,6.1,215.1
523.5,44358,19.7,0,33.9,8.6,68.2,16.7,205
554.7,29421,30.2,312.3048095,41,12.2,44.6,3.9,221.5
510.2,39089,21.8,0,38.8,9.2,65.5,8.1,193.4
496.5,45596,13.1,0,44.9,7.7,68.2,9.3,185.3
529.6,27484,40.6,0,38.1,20.6,39.2,2.5,270.4
578.9,40260,18.6,0,41.1,6.2,63.6,7.5,248.1
538.4,52377,12.6,0,36.7,11.5,67.9,8.4,225.1
548.3,30828,27.1,0,41.6,14.7,51.2,6.5,229.5
536.1,43945,17.6,0,42.6,11.5,66,10.9,206.3
492.1,30460,25.2,0,43.4,7.4,51.8,6.1,218
511.5,30172,26.2,0,42.7,9.5,55.3,8.1,227.9
518.9,41139,20.8,470.8780064,38.8,10.4,59.6,10,205.9
498.8,30872,30.4,0,40.7,9.6,47.3,6.6,242.8
472,38916,21.6,0,41.5,10.3,60.5,5,207.1
551.5,54540,12.7,421.043301,37.9,9.8,68.5,9.7,185.4
533.6,38261,19.7,0,40.2,9.6,59.9,5.2,222.1
519.6,92097,5.5,0,39.6,4.3,85.1,24.1,163.6
514.8,43626,17.4,0,41.7,8.6,66,8.3,159.8
493.7,23047,45.1,0,43,8.8,35.9,8.5,263.1
497.1,47023,15.6,0,41.5,6.4,67,7.2,188.1
579.2,31265,27.5,834.3914384,41.4,13.9,48.3,7.3,280.8
518.3,32666,27.4,80.91662351,41.1,10.7,53.1,6.6,238.4
630.4,32783,26.7,0,38.4,8.3,52.9,6.1,292.5
523.2,32767,26,0,42,9.1,60.1,8.6,219.5
530.3,37281,23,0,46.7,6.7,55.8,9.8,274
524.4,33789,24.1,0,41.8,11,55.3,4.6,228.1
540.5,37287,23.4,41.85501423,32.2,6.5,61.2,11.1,235.2
471.5,33623,26.3,0,42.9,11.8,50.7,6.7,214.9
507.3,61989,10.9,0,35.8,6.9,75.4,17.2,179.6
486.6,57447,12.8,153.401122,38.7,5.7,71.6,14.1,155.7
563.4,45269,15,0,39.6,7,61.9,10.2,225.7
530.2,67437,8.8,0,40.5,6.4,78.9,12.7,180.9
524.1,34633,26.7,0,39.2,9.6,55.7,8.1,205
453.4,40002,19.3,0,36.9,8.5,52.5,6.3,183.7
462.8,44676,15.8,0,45.1,8.4,62.3,9.4,214.9
540.3,46708,16.2,0,41.1,14.6,66.7,6.6,228.4
457.7,44119,18.9,0,37.1,7.8,60.9,6.1,195.5
483.8,48925,18.3,32.55976752,32.8,7.9,68.2,17.2,192.7
463,39983,19.7,0,41.5,6.1,68.7,6.8,180.2
480.4,30619,26.2,0,42,12.6,50.2,4.4,202.2
508.3,43024,17.3,0,39.7,7.2,62.7,5.3,213.7
531.3,31086,29.8,0,37.1,10.2,48.5,8.9,240.1
570.6,25768,36.2,0,41.8,9.7,39.3,5.6,259.5
485.2,57067,11.2,0,41.9,4.8,75.7,20.2,182.8
492.7,40269,22,0,35.7,10.1,56.5,7.6,230.5
450,36852,22.5,0,38.5,8.9,58,6.9,201.6
484.5,67299,13.7,0,34.8,6.4,71.5,18.9,170
450.6,46317,17.8,131.3370108,39.3,10.3,58.7,7.5,188.9
501.8,34022,25.5,0,38.2,9.6,51.6,6.3,228
463.7,43918,18.9,0,37.5,5.7,59.6,10.7,198.3
405.8,27512,37.3,0,40.3,19.2,35.2,2.7,153.9
452.9,42985,22.9,29.20187622,32.4,14.1,49.4,12.2,165.3
442.3,31577,28.5,0,36.1,10.7,46.2,7.4,190
470.3,66970,13,148.3811615,36,8,70.2,29.2,151.9
418.6,33125,28.1,0,35.2,8.3,46.4,8.6,189.2
463.3,33509,26.5,0,35.5,8.3,41.2,8.1,184
409.8,68067,9.5,0,36.6,7.1,78.8,21.6,156.9
483.1,32408,26.1,0,36.7,6.6,45,8,183.4
453.6,60809,12.5,202.272678,37.6,7,73.5,18,169.3
468.9,43111,19.9,0,43.5,11,57.5,8.4,197.9
408.9,31176,32.5,0,38.4,15.5,46.7,8.9,164.9
423.9,42953,16.4,0,40.7,6.1,62.3,10.2,238.2
473.3,57491,11.8,0,41.5,8.5,67.7,19.6,179
407.8,33968,27.7,0,37.4,6.5,48.9,9.3,198.3
462.8,50597,20.4,700.8032702,35.1,11.3,61.3,24.2,157.4
448.2,32293,25.9,0,40.2,9.8,56.1,8.9,190.6
337.1,31103,30.4,0,41.4,11.7,48.3,6.7,124.3
501.8,32150,31.7,306.5738186,34.2,18,48.9,11.1,194.2
462.3,54581,14.2,28.42261588,35.9,10.5,64.9,16.7,175.3
476.1,34906,29.9,0,40.3,9.4,50.5,8.3,200.4
538.1,34444,27.1,0,35.4,10.1,40.2,6.5,126.4
492,61195,11,35.02258957,36.1,6,70.2,11.5,201.7
454.2,35351,21.4,0,41.3,10.8,52.9,5.7,176.8
438.2,30119,32.7,0,36.9,13.2,43.4,6.1,205
444.5,33293,26.6,0,35.3,10.3,52.1,10.3,194.4
448.7,37813,19.6,205.7359174,50.2,12,52.2,10.2,182.8
455.4,79069,6.9,72.25825099,43.3,7.6,80.4,28.8,140.8
409.2,46867,15.8,0,43.6,7.9,57.5,17.6,165.7
491.6,34553,20.6,0,43.7,10.2,59,6.8,202.2
356.3,36482,20,0,40.9,11.5,54,6.7,209.1
388.5,36642,24.9,0,38.6,7.9,49.6,8.2,174
403.2,31740,26.5,0,34.9,7.3,40.5,5.2,213.5
378.7,34201,25.9,0,37.1,4.4,51.6,7.9,192
488.4,43115,27.3,0,42.6,7.1,50.4,4.3,127.6
445.9,37008,29.5,0,34.1,8.4,65.6,9.2,186.1
433,46018,16.9,0,40.4,8.5,61.1,7.2,138.7
457.7,49698,13,0,34.8,10.1,62.1,11.5,192
471.1,31081,28.5,0,38.6,9.7,48.4,7.1,218.3
449.5,41324,18.7,21.59920515,41.1,7.1,69.3,12.8,194.4
426.9,35078,26.7,0,39,13.8,49.2,7.2,180.7
480.8,36014,28.2,377.3069392,35.6,12.4,55.9,14.5,199.3
393.3,40454,23.2,0,37.3,4.8,64.4,9.7,162.6
411.4,36865,21.7,0,39,10.9,43.9,4.7,210.8
490.5,66556,11.9,0,35.1,9,70.8,20.4,208.9
418.9,36315,31.4,27.5288709,26.3,9.1,66.3,16.9,184.2
470.4,35055,31.1,0,36,8.2,50,5.6,203.3
508.7,41505,21.3,0,38.4,10.3,60.9,7.1,240.6
488.6,30760,38.5,0,38.2,7.7,45.2,6,162.8
487.4,41574,16.6,0,41.7,9.8,66.5,7.7,193.3
440.7,51793,12,0,31.6,8.5,71.9,13.2,173.3
372.4,31829,29.1,0,37.1,8.1,44,10.2,174.8
481,43442,22.9,52.38116024,34,12.1,60.2,11.1,194.5
397.6,50728,12.6,0,39,8.1,69.1,12.2,161
331.3,34312,29.5,0,40.7,13.8,56.4,5.9,170.6
455.8,50154,17.9,477.4251105,34.3,9.7,63.8,20.3,168.8
510.8,45933,18.8,0,23.3,16.5,80.6,19.3,220.6
471.1,34830,21.1,0,40.3,10,49.3,5.7,203.9
461.8,31487,37.8,500.3550907,26.5,9.2,67.1,20.2,161.9
429.9,45567,17.5,0,40.7,7.7,66.2,8.6,175.4
406.9,41256,25.2,6.369710751,30.3,7.3,74,19.5,192
456.5,51175,13.6,0,39,7.8,69.5,15.2,159.7
507.2,30675,31.4,0,39.5,13.2,54.7,10.2,211.9
442.6,28518,32.1,52.34231876,37.5,16.9,59.1,10.9,214.8
437.1,58833,14.2,135.9430625,37.8,8.5,74.3,24.7,164.7
458.4,32977,25.6,0,42.2,11.4,60.1,9.7,190.3
460,37707,20.2,0,44.1,9.9,64.9,7.4,189.8
437.9,36536,22,105.5687517,38.8,8.4,59.4,10.7,192.7
475.8,42943,19.6,209.4392085,37,9.8,62.4,14.6,205.1
444.1,34733,25.3,0,41.1,20.7,52.4,8,187
488.8,26580,35.1,0,39.3,18,48.1,6.5,176.2
438.8,43054,22.5,26.48784429,35.2,8.8,63.5,19.2,189.8
472.8,45082,15,8.36365157,39.5,9.9,65.8,14.4,184.9
555.6,27403,46.9,0,36.3,11.2,48.9,7.2,230.7
424.5,31933,25,0,42.4,13.8,58,6.7,178
455.1,31844,26.4,30.26084851,31.3,10.2,67.3,14.3,183.3
465.9,36939,20.4,0,42.8,10.3,59.6,9.5,181.2
494.1,35585,20.9,0,34.8,11.1,59.7,10.7,212.3
438.3,50571,14.3,689.0690677,39.8,8.4,69.7,9.9,183
452.9,69432,9.6,158.111857,37.9,5.5,80.5,26.9,154.8
433.9,25413,38.1,0,36.7,16.8,46.5,9.8,216.2
465.9,39999,22.5,0,40.9,13.8,59.9,8.2,197.4
454.4,36779,21.3,24.48340025,42.8,9,61.1,11.3,200.5
479.9,46892,18,14.70761266,31.9,7.6,71.8,17.6,179
495,37245,23.5,30.63068582,42.4,11.4,62.4,6.5,231.3
459.4,41321,18.5,0,40.9,20,59.8,6.7,212.2
500.5,24035,33.7,0,40.2,20.8,41.2,8.1,221.7
454.6,35528,20.1,0,43.9,9.6,58.8,6.8,203.4
201.3,68387,9.9,0,36.8,2.1,69.1,10.3,203.3
453.3,75200,10,565.7945396,32.5,6.7,69.5,20.9,167.5
338.2,45808,23.8,0,26.7,17.6,35.2,7.6,218.8
475.9,41123,20.5,51.89413596,39.1,12.3,65,10.7,191.9
409.2,51082,17.5,0,29.7,12.5,36.8,10.9,216.6
424.4,67801,9.5,270.99999,30.4,7.9,75,19.7,177.2
413.3,67260,9.8,0,45.5,3,60.4,24,126.3
390.1,80835,7.9,0,37,5.2,75.3,24.5,166.3
441.4,62532,11.5,0,40.5,9.4,60.7,14.5,168.1
477.3,57776,12.4,0,38.7,7.9,64.7,15.7,205
416.6,67972,8.3,0,32.4,6.3,58.4,18.2,181.9
469.3,73981,10.7,0,34.6,9.8,63.3,13.7,184.3
499.3,47160,26.1,0,27.8,16.5,35.8,10.3,277.6
501.1,75682,11.5,103.2311345,33.9,9.3,64.1,10.4,256.9
510.7,34116,21.3,0,43,8.9,57.7,7.6,208.5
373.5,65192,23.2,0,26.1,21.9,33.4,6.9,199.3
298.1,65765,8.6,0,38.9,3.8,68.1,18.7,150.1
372.9,59641,13.8,0,35.8,9.4,56.1,12.1,184.3
417.3,73998,9.9,0,36.6,10.7,64.4,19.7,191.4
475.1,36708,25.7,0,35,18.2,32,7.4,206.6
269.9,32366,33.1,307.8042365,33.4,18.2,31.5,6.9,142.1
350.1,45025,18.7,0,40,8.7,64.7,14.5,154.6
348.4,48653,21.3,50.32459363,30.8,8.8,61.1,19.5,119.8
339.2,37677,24.4,0,48.6,12.8,52,9.7,163.3
395.7,46046,20,0,32,14.1,55.7,8.1,174
432.6,38013,18.6,0,45.4,7.9,66.3,7.9,191.2
364.5,59416,10.3,0,33,10,69.6,8.2,161.2
332,32533,22.8,0,54.8,11.2,50.3,6.4,126.1
401.4,53929,17.1,177.5454438,35.6,7.7,63.1,19.5,146.6
444.9,37704,20.8,161.182395,49.2,13.2,50.5,7.6,196.6
325.3,35457,28.5,0,35.7,19.8,40.1,9,146.8
379.1,45871,18.7,202.9652731,38,10,61,17.7,155.5
330.9,49876,17.6,19.67613089,37.6,10.6,61.6,11.7,133.5
296.2,37465,23.6,0,36.5,11.3,49.5,14.6,132.8
389.4,44145,15.6,112.4834087,51.3,10,59.7,16.1,156.6
343,39700,22.6,44.0582548,33.8,13.1,51.6,9.4,126.8
468.5,38878,22.1,243.4204874,38.9,12.9,57.3,15.6,182.4
422.5,33644,23.8,0,39.7,11,53.1,6.7,205.4
473.8,42830,17.6,171.4106449,43,8.7,58.8,15.4,178.6
408.6,37715,24.5,35.94019551,36.5,11.9,49.6,10.3,179.1
474,45411,17.4,157.2252881,41.3,10.5,64.3,13,219.4
425.8,44854,19.7,139.7917104,41.6,9.9,61.1,14.5,167.3
482.9,38268,21.1,15.00983144,40.9,10.7,58.9,9.6,202.6
497.9,31510,27.8,3911.488601,40.1,14.9,53.4,8,247.3
427.2,54098,13.8,39.03020583,38.5,7.5,70.4,18.7,166.8
421.7,38694,24.6,0,51.9,14.3,61.6,11.3,159.8
445.3,32283,30.1,0,39.5,13.9,47.1,10.7,193.6
494.7,31170,31.4,0,39.4,15.5,49.8,5.5,231.1
426.3,42000,19.4,0,40.9,10.2,63.4,10.7,185.1
476.6,39548,17.5,673.5963441,44.3,10.4,63.5,13.7,172.9
461.3,31382,30.8,44.83902789,38.7,12.8,52,11.7,194.1
470.4,41375,19.5,295.8312447,35.4,9.2,67.6,13.1,165.3
455.7,49782,16.1,191.62218,32.7,9.4,69.5,22.1,184.8
383,42286,20.6,0,41.2,9,54.7,8.8,160.1
458.5,44050,17.7,531.4461389,38.2,8.9,62.6,14.6,181.6
474.9,37906,23.2,55.82433941,35.8,12.4,59,11.8,185.2
466.2,37501,19.6,288.0080642,43.5,12.3,58.3,7.6,207.1
425.2,29609,28.3,0,41,11.6,51.8,7.3,224.8
448.5,54196,14.6,47.77165151,37.9,8.9,71,20,185.8
460.2,50896,10.8,0,41.8,1.9,77.9,12,158.3
424.4,49583,15.1,0,39,2.9,69.8,15.6,161.7
399,34326,34.8,0,29.4,14.7,36.6,14.4,170
391.4,47987,15.2,0,42.9,0.9,80.7,13.7,145
415.4,52930,14.1,0,26.4,3.1,81.2,27.4,162.6
405.4,53150,11.8,335.1811267,38.1,2.5,77.2,20.8,154.6
447.1,47224,14.8,0,40.8,2.6,71.6,16.2,174.9
449.2,41446,15.8,0,39.9,3,62.1,15,194.3
464.7,41395,24,0,37.3,5.1,56.8,13.2,181.9
429.4,48024,13.8,0,44,2.8,74.9,15.7,138.4
393.5,43453,24.9,572.9017474,25.2,6.8,74.5,23.4,170.9
423.9,52892,10.3,465.2994023,38,2.9,76.5,16,166.4
379.3,31420,38.6,238.2654277,29.8,29.4,32,12.7,195.9
364.5,51244,10.7,0,52.8,5.2,72.2,19.2,158.7
476.9,48675,12.3,0,38.4,3.3,79.2,19.8,151.2
473.4,43305,16.3,0,48,3.9,65.4,12.7,150.3
395,51246,10.1,0,44.6,3.1,78.4,16.3,113.9
492.4,49251,11.6,0,48,0.4,71.7,14,166.5
459.6,57148,10.5,0,46.1,1.8,81.2,15.6,162.6
515.1,42007,17,0,52.4,4.1,67.4,16.5,187.8
432,46633,13.2,0,46.9,0.7,80.1,17.5,146.6
429.5,52816,10,420.050406,44.8,4.1,78,15.3,150.3
521.9,36836,18.3,0,47.5,2.1,66,13.6,169.4
532.8,43699,12,0,48.3,2.5,76,16.3,170.8
403.4,53944,10.4,0,36.1,2.5,79.5,15.2,145.4
348.6,51201,10,0,48.8,1.7,79.3,17,130.6
501.1,61945,8.1,0,35.5,1.1,83.3,19,154.1
507.7,58340,11,0,39.4,3.1,77.5,22.5,162.5
430.4,48879,13.2,0,45.6,3,75.5,19,130.4
296.6,31922,33.9,0,30.5,17.4,43.7,14.3,148.3
451.7,48773,14.9,0,47.5,0.9,75.5,11.5,161.3
577,51837,10.1,0,46,2,80,17.4,165.5
439.7,53175,9.5,79.22674695,41.9,4.4,78.6,24,155.3
383.6,45945,13.6,0,41.5,3.8,70.4,20.4,161.8
404.9,79857,4.3,18.9218339,33.8,1.9,88,27.2,120
468.1,40639,24.9,0,35.5,7.4,55,13.4,136.6
448.1,57741,10,0,42.8,2.1,80.6,17,202.5
284.8,38469,17,0,52.1,6.7,73.8,13.1,97.3
415.7,50155,12,0,42.6,0.7,76,16,187.6
408.2,54771,10.4,0,36.2,2.3,73.4,17.5,147.9
486.5,34237,33.2,0,32,12,35.6,12.9,240.1
425.6,49159,12.4,0,43.5,4.1,75.8,17.7,183.1
503.1,55107,11.5,1150.126622,34.8,4.4,76.5,20.8,184.3
403.5,53654,12.3,0,40.7,6.1,71.7,18,166
442.5,48379,14.1,450.7736748,37.1,4.8,69.1,18.6,159.7
426.4,39936,15.2,0,49.9,4.5,72.1,13.4,209.6
411.7,52758,11,0,52.5,0.5,77.2,16.7,145.7
365.5,45911,20.4,0,39.2,7.6,56.7,11.2,179.9
521.4,46281,14.7,0,46.8,3.4,78.6,12.6,143
388.8,48125,11.7,0,43.8,1.1,69.9,17.1,153.9
542.1,67172,8.8,0,40.1,1.4,74.6,15.5,159.7
416.6,59879,6.3,0,44.6,1.7,78.6,20.5,179.1
414.3,27481,47.4,0,23.9,25.4,22.3,10.3,238.8
410.9,40545,19.9,0,46.4,2.1,63.7,17.5,162.1
436,55708,10.2,0,44,2.5,78.2,16.2,154.3
518.1,72041,6.3,402.4414783,40.8,2.9,84.8,17.6,166.5
391.7,41831,15.9,0,44.9,5.8,68.3,17.7,146.4
403.8,47363,13.8,0,40.8,3.6,75.2,19.3,137.1
499.5,46689,15.6,0,43.2,7.7,64.3,13.3,195.6
461.5,42252,19.1,42.38814827,36.6,7.7,59.9,9.5,184.4
533.9,34382,21.4,1922.003844,46.1,14.3,54.5,6.2,238.4
459.1,34948,28.5,0,42.9,9.6,54.2,6.1,171.4
461.9,43065,17.5,9.606978509,39.4,11.2,63.6,12.9,184.2
491.8,33333,22.7,0,43,9.9,54.8,6.7,218.3
469.4,41068,16.4,0,41.9,12.9,62.2,10.1,210.1
475.2,36627,20.8,0,42.6,11.5,60.1,8.7,207.8
409,34354,24.6,0,43.6,8.1,57.9,10.7,193.2
533.3,51475,12.7,0,39.8,7.8,66.9,13.7,238.1
407.4,40980,20.1,0,37.2,13.5,61.4,9,180.6
515,33640,24,0,41.8,8.2,61,8.3,218.3
437.1,30744,24,0,46.9,7.2,49.6,6.9,217
469.2,30860,27.8,0,44.3,11.1,51.1,6.4,221.7
472.8,45235,16.8,0,39.7,8.8,62.1,11.7,194
430.1,37853,19,0,39.7,7.4,56.4,9,184.3
481.9,40839,16.6,17.17357331,49.7,9,60.2,11.3,182
506.6,52578,11.8,1862.034855,38.9,5.4,73.4,14.7,180.1
480.9,41268,17.5,0,40.1,10.4,58.7,8.7,165.9
468.7,50877,12.1,0,42.7,8.6,69.6,12.6,188.3
509.8,37758,19.9,0,42.1,10,57,10,215.7
506.5,44435,16.5,2240.959131,42.2,7.9,70.2,11.6,193.1
492.5,41045,17.5,0,45.1,7.5,58.2,6.5,213.6
488.4,39738,16.2,0,42.6,9.4,62,9,197.6
530.2,70092,8.5,0,37.2,7.8,77.4,13.7,193.1
517.5,49790,14,0,43.2,4.5,67.6,8.9,236.7
468.6,48767,11.6,4260.367794,46.2,6.8,67.9,14.7,170
416.4,37331,20.6,0,46.6,18.1,56.6,8.2,195.3
410.3,50999,11.7,0,49.1,7,76.1,11.2,178.2
494.7,51025,11.3,1050.738548,42.2,5.8,76.7,14.5,188.5
485.8,46895,15.8,34.87723214,44.1,7.5,68.4,10.3,185
471.4,34395,30.4,522.2196018,30.1,10.4,69.1,18.9,171.5
494.2,52919,11,0,42.9,5.5,72.5,12.3,174.1
525.6,43073,19.5,1303.678982,40.7,9.2,63.8,10.2,196
438.7,52493,11.6,0,42.3,8,76,11.4,175.9
421.6,51282,10.7,45.27755139,48.2,5.6,76.8,15.1,166.9
489.6,45773,15.9,0,43.2,10.3,66.7,11.4,175.2
446.2,72131,10.7,50.86211281,35.9,7.6,68.4,20.4,156.6
490.4,56326,14.7,234.4898493,37.3,9.8,68,11.5,192.2
471.5,90640,5.4,162.1336792,33.8,6,82.6,22.6,161.7
469,38992,19.3,2332.769581,42.1,7.4,63.2,11.4,180.1
463.3,78001,9.5,147.7461607,37.6,7.9,73.8,25.6,160
519.9,51205,13.6,2065.874449,41.6,9.8,69.5,10.9,191.3
460,41759,18.1,0,40.7,6.1,62.1,7.3,174
484.1,54472,10.9,0,42.2,7.5,74.2,10.9,194.2
519,53918,11.9,0,41.3,6.3,71.8,9.4,176.6
505.7,54353,12.6,0,39.7,7.8,73,12.3,189.5
465.6,42684,23.6,2553.218651,30.7,9.4,74.5,18.5,175.1
474.4,76856,6.9,0,39.3,8,78.8,21.7,181.4
472.1,60460,14.3,1253.132832,32.7,5.5,80.4,30.1,168.5
551.5,47575,16.3,1584.298668,40.6,10.5,66.8,15.2,197.9
495.6,48544,12.9,65.15365403,42.6,9.6,70.7,12.2,185.1
491.7,54375,13.1,30.05157602,39.5,8.9,71.8,16.3,189.2
533.4,44289,18.6,991.1578288,41.7,9.6,59.7,9.6,219.1
490.6,53732,10.7,0,45.9,6.5,75.8,12.4,164.3
525.8,46878,14.8,2919.494927,44.7,9.5,65.5,9.6,204.9
479.3,40590,20.7,0,43.7,8.8,57.3,11.1,169.8
486.6,61388,10.1,0,42.5,5.7,75.7,16.8,199.6
460,54916,9.6,315.2982722,44.3,6.2,78.7,10.6,179.9
487.6,73684,5.1,0,42.1,5.2,83.4,18.9,153.4
488.1,45288,17,0,42.2,5.4,69.2,8.2,208.6
486.5,46406,15.1,0,41,8.3,69.5,14,187.8
459,52790,11.8,0,41,4.9,66.5,10.7,177.7
509.6,52448,16.7,1610.989094,36.8,8.7,68.1,18.2,194.4
498.3,42032,16.7,0,40.8,8,68.1,9.4,174.6
509.9,65971,7.4,0,43.3,6.3,82.3,17.9,164.9
458.2,39005,15.2,0,42.6,5.6,63.9,11.5,176
392.3,40722,19.7,0,47.7,10,62.5,9.8,173.5
524.5,33943,23,0,43.5,16.2,54.6,8.4,192.1
465.2,62024,8.9,354.3586109,46,9.9,75.2,8.2,198.1
472.5,47862,13.8,0,41.7,6.7,72,8.7,178.5
505.5,43396,14.6,0,42.4,5.4,67.6,15.6,179.3
478.1,48024,16.3,540.6034229,40,7.9,69,14.5,176.2
488.4,50155,19.1,98.46545377,37.7,8.9,65.5,16,191.2
500.1,38329,21,0,42.4,13,55,9.8,192.1
515.2,55371,15.3,714.6020371,39.7,7.9,72.3,20.9,185.5
459.3,47092,13.2,0,44.7,5.3,61.7,10.3,214.2
459.2,51584,12,0,43.5,9.4,68.2,8.9,169.5
457,48994,11.7,0,44.4,6.2,70.8,10.9,164.4
482.6,50219,11.9,0,45.9,7.7,73.7,13.2,160.4
407.6,48569,14.1,808.7608472,44.3,9.9,63.4,11.5,182.6
511.5,60490,9.1,734.421365,40.5,5.5,76.8,17.5,192.2
506,40957,17.9,0,43.6,7,60.1,13,206.9
520.2,42036,19,315.3300875,40,10.7,63.4,9.6,203.1
511.8,49385,14.8,0,42.7,8.7,71.5,11.4,197.8
459.7,44180,13.5,2795.686655,40.2,9.2,69.5,15.3,172.8
510.8,54683,10.2,0,42.6,5.5,72.7,13.8,162.6
471.7,46839,14.9,0,42.4,5.3,69,10,180
502.9,46927,14.1,0,44.5,8.8,65.5,8.7,230.3
475.2,49895,12.2,140.156625,42.7,8.1,67.4,10.7,190.9
490.7,75176,8.1,97.48815228,36.6,7.8,77.6,21.2,176.4
492.9,46322,15.8,0,41,7,66.6,12.5,207.4
466.6,47708,16.9,198.5523098,39.2,11.5,64.4,14,191.5
469.4,70127,6.3,2141.382211,39.9,5.9,80.7,19.8,163.5
432.5,50172,15.4,0,33.8,6.2,61.8,9.9,159.3
435.7,48651,15.2,222.5539422,35.6,8,66.9,17.5,170.7
448.4,54101,11.8,12.32103694,38.1,5.4,74.8,18.1,185.4
414.4,46196,12.8,0,40.4,5.3,62.4,12,173.4
486.2,39563,15,0,43.3,9.8,61.7,6.6,189.1
429.3,68352,7.2,0,38.8,3.7,82,25.5,187.2
426.9,52582,12.9,0,48.3,6.2,66.7,11.1,190.7
414.4,55318,10.9,0,41.5,8.2,72.2,11.4,166.3
412.9,44430,13.8,0,40.1,8.7,66.2,9.2,187.3
466.8,52050,10.6,147.3507207,38.7,6.8,70.9,14.2,189.8
483.9,44385,14.5,0,40.4,7.8,68,9.6,186.4
441.5,49945,12.6,91.99914134,38.4,7.3,68.7,10.4,193.9
452.7,40657,18,0,43.1,6.6,61.7,5.7,185.8
420.7,47670,13.8,0,35,5.4,57.9,8.1,176.6
439.8,59280,11.7,0,41.7,8.1,76.2,13.2,193.8
433.7,50258,13.1,0,39.5,6.3,68.8,10.7,186.7
464.7,51911,10.1,0,38.6,7.5,68.5,11.4,185.8
482.9,39449,22.2,145.4831753,34.8,10.1,68.2,13.3,184.8
429.9,53211,8,0,41.2,3.3,78.8,12.9,177.7
442.7,50192,13.9,575.0120409,35.2,7.4,59.8,12.3,170.1
439.1,40122,16.4,0,42.2,12.1,57.2,6.7,222.5
474,53186,11.6,195.3684649,39.6,7.3,74.6,16.4,179
488.1,55320,11.5,20.59202059,38.8,4.3,80.3,18.8,167.8
426.9,47342,11.3,0,41.5,4.6,69.2,12.1,160.2
467.8,45522,14.4,0,43.1,5.1,68.2,12.6,151.3
494,48292,12.7,0,43.6,3.5,69,14.1,165.4
488.4,51045,12.1,97.13453133,42.8,4.2,72.7,11.8,165.3
487.2,54154,11.7,0,46.4,3.7,70.9,15.6,181.2
506.1,49125,13.2,2658.690595,45.1,5.6,75.1,14.1,186.9
492.9,61215,6.7,0,42.2,3.9,82.9,17.4,151.8
437.9,49507,12.4,655.6762833,45.9,5.4,74.4,13.7,168.5
449.8,53691,9.4,0,42.4,3.8,71.8,14.5,153.2
492.1,57682,8.4,0,44,1.5,79.4,13.2,171.3
487.9,53277,11.7,115.1609374,44.7,4.9,78.1,13.1,169.8
